Id,Investors,Amount,Valuation,Comment,URL,Confidential,Amount confidential,Date of the funding round,Type,Phase,Canton,Company,Gender CEO,Article Summary
S2912,Duck Creek Technologies,,,USA,https://www.startupticker.ch/en/news/modern-payments-platform-imburse-joins-the-duckcreek-family,0.0,0.0,2023-01-06,EXIT,,ZH,IMburse AG,Male,"The Imburse payments platform brought greater ease and efficiency into end-to-end insurance transactions.  The startup’s exit to Boston-based Duck Creek Technologies will boost its growth and expansion across Europe, North America and Asia-Pacific. Founded in 2018 in Zurich, Imburse built a cloud-native software-as-a-service (SaaS) payment solution is built for the insurance industry to bring ease and efficiency into end-to-end insurance transactions. Imburse enables insurance carriers to quickly connect to the entire payments ecosystem at a lower cost, seamlessly integrate with existing financial infrastructure and processes, and manage multiple partners for collections and disbursements, all in one place. The platform is consumer friendly and provides policyholders with both an easy-to-use, flexible payments experience and the ability to quickly and securely direct payments. Duck Creek Technologies , the intelligent solutions provider defining the future of property and casualty (P&C), will now take over Imburse. The startup will continue to serve its existing client base and markets while accelerating expansion plans for new clients across Europe and into North America and Asia-Pacific. The Imburse platform will continue to be available on a stand-alone basis and will also be fully integrated with Duck Creek’s suite of technology solutions, further enabling carriers’ digital transformation goals with modern tools. “Imburse has developed a great product for the global insurance industry that is not only easy to integrate and implement but also gives carriers incredible flexibility and payment choices,” said Mike Jackowski, CEO of Duck Creek Technologies. “Imburse has a strong team that embodies Duck Creek’s core values. They have deep expertise across the payments ecosystem and will help to broaden Duck Creek’s insurance industry leadership.” “Being part of Duck Creek will further accelerate our mission to simplify how businesses around the world access the global payments ecosystem,” said Oliver Werneyer, CEO of Imburse. “We are excited to be part of Duck Creek and to work jointly to deliver modern technology innovations that transform the insurance industry for the future.” The acquisition remains subject to customary closing conditions and is expected to close during the second fiscal quarter of 2023. (Press release/RAN)"
S2913,Battery Ventures,,,USA,https://www.startupticker.ch/en/news/battery-ventures-acquires-avrios,0.0,0.0,2023-01-05,EXIT,,ZH,Avrios International AG,Male,"Avrios’ cloud-based, fleet management platform is used by more than 1000 customers with around 120’000 vehicles. Battery Ventures has acquired the Zurich based company as well as Vimcar from Berlin with the goal to create a large, pan-European player with an integrated, holistic fleet software and services offering. Avrios International AG’s platform, aimed at fleets with 20 to 20,000 vehicles, drives more efficient processes, reduces costs and speeds the implementation of regulations for customers. Battery Ventures has acquired Avrios together with Vimcar, a leading provider of fleet management software for SMEs with one to 200 vehicles. Vimcar, based in Berlin, and Avrios, based in Zurich, provide complementary software solutions for forward-thinking, European businesses managing fleets of vehicles—as well as certain professionals—to monitor their fleet operations, track vehicles, manage costs, reduce emissions and comply with local regulations. Together, Vimcar and Avrios count over 250 employees and tens of thousands of customers across Europe in industries including construction, technical field services, healthcare, manufacturing and government. Battery’s goal is to eventually bring the two SaaS (software-as-a-service) companies together to create a large, pan-European player and offer better product capabilities and service to customers through product innovation and, potentially, acquisitions. Specific plans about the proposed combination will be revealed at a later time. In a post on LinkedIn Avrios founder Andreas Brenner commented: “I am very proud to share that Avrios and Vimcar are joining forces under the umbrella of their new owner Battery Ventures. This business combination makes a lot of sense for customers, investors and employees. It is the single best possible scenario for the future of both companies.” ""The Battery team, including its European base in London, is incredibly knowledgeable about SaaS and has years of expertise helping businesses scale, so we look forward to working together,” said Francine Gervazio, CEO of Avrios. “We’re also incredibly excited to join forces with Vimcar and, together, strengthen our position in the market.” “We are thrilled to partner with Vimcar and Avrios and are excited to work with the leaders of both companies to provide a more integrated fleet-management offering to customers,” said Morad Elhafed, a Battery general partner. Added Battery Principal Zak Ewen: “We see significant growth potential for the European fleet-management market, where businesses are increasingly choosing to digitize fleet operations to cope with rising labor and fuel costs, adapt to the electrification of fleets and manage compliance in an ever-changing regulatory environment.” (Press release / SK)"
S2914,Bruker Corporation,,,USA,https://www.startupticker.ch/en/news/brucker-acquires-a-majority-stake-in-biognosys,0.0,0.0,2023-01-04,EXIT,,ZH,Biognosys AG,Male,"The newly formed strategic partnership saw Bruker Corporation make a majority-ownership investment in Biognosys, the provider of mass spectrometry-based proteomics solutions. In addition to leveraging Bruker’s expertise to advance precision proteomics, Biognosys will retain its existing team and expand into the US. ETH Spinoff Biognosys offers a portfolio of proprietary next-generation proteomics services, software, and kits, including the TrueDiscovery, TrueTarget, and TrueSignature platforms and flagship proteomics software Spectronaut. The solutions provide a multi-dimensional view of protein expression, function, and structure in all biological species and sample types. CRO services and proteomics software customers can thus uncover connections between genome, transcriptome, and phenotype to explore the static and dynamic nature of disease biology. The company has announced a strategic partnership in which Bruker acquired a majority share in Biognosys. Financial details were not disclosed. Several of Biognosys’ earlier investors have sold their shares to Bruker in a secondary transaction, and Bruker will make new primary investments in Biognosys. The collaboration is expected to create unique synergies between Biognosys’ versatile portfolio of proprietary proteomics services, software and kits, and Bruker’s pioneering timsTOF platform. Biognosys will access the timsTOF technology for deeper, unbiased high-precision proteomics not impaired by epitope cross-reactivity - all with higher throughput and excellent reproducibility. Moreover, following the strategic partnership, Biognosys plans to open its first advanced proteomics CRO services laboratory in  Massachusetts, United States. From now on, Biognosys’ biomarker and biopharma customers will benefit from additional services and presence in the US. Co-Founder and CEO Oliver Rinner and his leadership team will continue to manage Biognosys. “We are pleased to partner with Bruker to leverage our unique synergies to enable customers to explore the depth of the proteome from early research to clinical development”, said Rinner. “We have worked closely with Bruker to support dia-PASEF high-throughput, deeper proteomics methods within our Spectronaut software. Biognosys remains committed to maintaining Spectronaut® as a high-performance vendor-agnostic proteomics software. We plan to establish our US CRO lab in Massachusetts using the timsTOF platform, so that our customers can benefit from multiple MS technologies.” Rohan Thakur, President of the Bruker Life-Science Mass Spectrometry division, said: “We are delighted to partner with Biognosys to expand our CRO business in the US. We have many common biomarker and biopharma customers, and even more potential customers may prefer a proteomics CRO services expert like Biognosys for rapid, highest quality and flexible insertion of proteomics into their biomarker or biopharma discovery and development. With the rapid scientific acceptance of dia-PASEF® workflows, our partnership offers a unique combination of proteomics applications and data-science expertise, which can benefit more biopharma and diagnostics companies in using unbiased proteomics for decision-making.” (Press release/RAN)"
S2918,Ardagh Metal Packaging,24.7,,LUX,https://www.startupticker.ch/index.php/en/news/global-supplier-in-sustainable-packaging-solutions-invests-in-nomoq,0.0,0.0,2023-02-27,EXIT,,ZH,NOMOQ AG,Male,"Ardagh Metal Packaging (AMP) has acquired a majority share in innovative digital can printers NOMOQ as part of a capital increase. Ardagh operates 65 metal and glass production facilities in 16 countries, employing 20,000 people with sales of approximately $10bn. NOMOQ promises beautifully printed cans with short lead times and “NO Minimum Order Quantity” – hence the name. Cans have outstanding consumer appeal, being convenient, lightweight, shatterproof, and infinitely recyclable. Their extreme versatility and customer-centric proposition allows beverage companies of every size to produce stunning packs with almost limitless colour options and photorealistic graphics. With a higher proportion of new European beverages now launched in cans, drinks producers are increasingly recognising their exceptional potential for brand-building thanks to the sheer range of customisation options. NOMOQ’s passion is making cans into stand-out “works of art”, through a graphical capacity that encompasses millions of colours and shades, and several eye-catching finishes: matte, glossy or selective gloss. NOMOQ had a very good start and provided cans to customers in more than 10 countries. The capital increase and the acquisition of a majority stake by AMP will generate further thrust. The start-up has 15 employees today and about ten vacancies. Peter Stein, Founder and CEO of NOMOQ AG, said: “The cooperation of a heavyweight in the packaging market with a dynamic young company seems to be ideal from my perspective. A showcase example of corporate venturing. The operational cooperation that has already taken place also strongly suggests that we will be successful in this setup.” NOMOQ remains independent. The management stays on board in the same roles. €15 million invested According to its annual report Ardagh has invested an initial consideration of €15 million, with a further €10 million payable in 2024, subject to NOMOQ achieving certain milestones. Oliver Graham, CEO of Ardagh Metal Packaging , said: “This latest step in our investment programme is a perfect fit for us, especially following the successful integration of Hart Print in North America which encouraged us to seek a similar model in Europe. NOMOQ’s offer is innovative, customer-centric, and extraordinarily flexible – areas in which AMP has established a great reputation. Their dedication to creating outstanding packaging for customers of all sizes will enhance our ability to serve early-growth customers in the European market and extend our offering to established customers too.” (Press release / Stefan Kyora)"
S2919,IMC,,,NLD,https://www.startupticker.ch/index.php/en/news/tensor-technologies-joins-imc,0.0,0.0,2023-01-23,EXIT,,Zug,Tensor Technologies AG,Male,"IMC, one of the world's most active proprietary trading firms, has acquired the team of Tensor Technologies, a high-frequency trader and developer of trading software and algorithms, located in Zug. Scientists and graduates of ETH Zurich founded Tensor in 2018. Mitte politician Gerhard Pfister was one of the board members. Tensor Technologies built next-generation trading strategies and software using applied machine learning algorithms and toolsets. In addition, the fintech company trades different asset classes on various electronic exchanges around the world. High performance algorithms and smart strategies allow the small team to efficiently scale across many markets globally. The research is driven by big data and the resulting algorithms are run on high-performance hardware using in-house developed software. The company was focussed on High-frequency trading (HFT), the computer-based automated trading of financial instruments, in which assets are bought and sold – and profits made – in fractions of a second. HFT relies on ultra-fast software and hardware, minimal network latency, and access to high-precision historical market data. Tensor leveraged its HFT set-up for less latency sensitive trading strategies as well. As a proprietary trader, Tensor developed its own strategies, programs, and algorithms for global trading, and exclusively invest their own capital. The team has now joined IMC , a proprietary trading firm and market maker for various financial instruments listed on exchanges throughout the world. The company was founded in 1989 in Amsterdam and has grown internationally, trading primarily on the basis of data and algorithms, and using its execution platform to provide liquidity to financial markets globally. Today IMC has more than 1300 employees and is active in more than 100 trading venues. The newly formed team in Zug will be operating as IMC Zug AG from the existing office of Tensor Technologies. (Press release / SK)"
S2920,Biosynth,,,CHE,https://www.startupticker.ch/en/news/biosynth-acquires-zurich-based-vio-chemicals,0.0,0.0,2023-12-29,EXIT,,ZG,VIO Chemicals AG,Male,"VIO Chemicals is specialized in the custom design and production of specialty chemicals, intermediates and Active Pharmaceutical Ingredients (APIs). KKR-backed Biosynth has acquired the company to offer complex chemistry solutions at greater scale. Biosynth , a supplier of critical raw materials to the life science industry, has acquired VIO Chemicals , a Zurich-based company with leading chemical R&D expertise and a global network of large-scale manufacturing partners. The acquisition will expand Biosynth’s ability to secure its customers’ supply chains by bringing greater flexibility in scales for complex chemical manufacturing, with expertise across carbohydrates, nucleosides, intermediates, and specialty excipients, among others. “Biosynth’s passion for chemistry has always been something that we have shared,” commented VIO Chemicals CEO and Founder, Dimitris Kalias. “We are both driven by both science and our customers’ needs, and I am excited for VIO to be part of the research, development, and manufacturing services that support our shared customers across a wide range of scales.” VIO Chemicals is specialized in the custom design and production of specialty chemicals, intermediates and Active Pharmaceutical Ingredients (APIs). The story of VIO Chemicals began as a start-up company in Zurich, Switzerland in 2001. It has since grown to a global provider with a portfolio of 2,500 products delivered to the world's leading companies all over the Americas, over 20 European countries and Asia. The company has a production unit in China, an R6D office in Greece and sales offices around the globe. CEO and President of Biosynth, Urs Spitz, was pleased to welcome Biosynth’s long-standing collaborator. “VIO Chemicals has a long standing relationship with Biosynth and is an excellent addition to our flagship Complex Chemicals division. We know that our customers want to stay working with us as their needs develop, so being able to offer flexibility and scope for greater scales of production, into the many metric tons, is an important part of that.” (Press release / SK) Picture: VIO Chemicals"
S2736,Tripadvisor,,,USA,http://startupticker.ch/en/news/april-2016/tripadvisor-buys-housetrip,0.0,0.0,2016-04-27,EXIT,,VD,HouseTrip SA,Male,
S2737,Cell Medica,,,GBR,http://www.startupticker.ch/en/news/july-2016/cell-medica-aquires-delenex,0.0,0.0,2016-07-18,EXIT,,ZH,Delenex Therapeutics AG,Male,"Delenex, a biotech spin off from ESBATech specializing in the manufacturing applied antibody therapeutics for the treatment of cancer, has been acquired by Cell Medica, a London based biotech company, to help its progress into the CAR-T field. Delenex was founded in Schlieren in 2009 as a spin-off from ESBATech (now a Novartis company). The company manufactures locally and systemically applied antibody therapeutics for dermatological diseases using its proprietary PENTRABodies. The biotech startup has been acquired by Cell Medica , a London based company which develops manufactures and markets personalised cell immunotherapeutics for infectious disease and cancer, to enable the development of gene-modified immune cell products with enhanced potency for the treatment of cancer. This is because Delenex’s antibody platform (PENTRA) allows rapid development of humanized antibody types, including single chain Fv fragments (scFv), IgG and bispecific antibodies. ‘PENTRA bodies‘are also highly potent and stable antibody fragments, which can easily penetrate tissues and cross barriers in humans. These therefore have the potency for the treatment of cancers that do not respond to conventional therapies. Buying out Delenex will also potentially help ease the manufacturing process of CAR- and the cost. Cell Medica is working in collaboration with the Baylor College of Medicine in Texas to develop next-generation cellular immunotherapies incorporating chimeric antigen receptors (CAR). Last year, the company got FDA Orphan Drug Designation for its leading Cancer immunotherapy (CMD-003) under development for Epstein-Barr Virus positive non-Hodgkin lymphomas . Now it is currently recruiting for a Phase II trial (‘CITADEL‘). The Delenex scientific team and laboratory facilities based in Schlieren will form a key part of Cell Medica’s international R&D operations and will be re-named Cell Medica Switzerland AG. (Picture: Adapted from Bio-Technopark Website)"
S2738,Sentec,,,CHE,https://www.startupticker.ch/en/news/august-2018/sentec-aquires-swisstom,0.0,0.0,2018-08-29,EXIT,,GR,Swisstom AG,Male,"Sentec, a Swiss medical device company focusing on products and technologies for non-invasive patient monitoring has acquired Swisstom. Swisstom has developed non-invasive, regional lung function monitoring devices based on Electrical Impedance Tomography (EIT). The focus of Swisstom will remain unchanged under the umbrella of Sentec AG. The technology and product portfolio will be further strengthened, industrialized and made ready for a successful market introduction in the near future. Swisstom AG remains located in Landquart, the staff will be build up and managed by the actual CEO, Walter Gandorfer. Both companies believe that the combination of EIT and transcutaneous sensor technologies may further advance patient monitoring in critical care settings. Swisstom, based in Lanquart, was founded in 2009 and raised CHF12 million in three financing rounds. Investors included Zühlke Ventures and AR Innovation (founded by Andy Rihs). Swisstom raised Founded in 1999, SenTec AG is a medical device company which develops, manufactures and markets technologies and products for noninvasive patient monitoring. SenTec AG gained attention and worldwide appreciation due to its digital, combined transcutaneous sensors enabling noninvasive and continuous ventilation and oxygenation monitoring. The company is based in Therwil. (SK) Picture: Swisstom"
S2739,Aeschbach Chocolatier AG,,,CHE,http://www.startupticker.ch/en/news/march-2016/exit-myswisschocolate-ag-geht-nach-luzern,0.0,0.0,2016-03-30,EXIT,,ZH,mySwissChocolate AG,Male,"Myswisschocolate AG was sold to Markus Aeschbach from Aeschbach Chocolatier AG and the IT entrepreneur Sascha Sandi.Since the launch of the smartphone app chocogreets in autumn 2013, the MySwisschocolate has achieved great success.Thanks to chocogreets, sales were continuously and sustainably increased.Primarily as a marketing product with an excellent conversion rate for many national and international corporate customers, but also as an extremely popular and likeable gift for private customers.With the sale of the MySwisschocolate to the entrepreneur Markus Aeschbach (owner of Aeschbach Chocolatier) and an investor group around Sascha Sandi, the continuation of the company in the sense of the founders Sven Beichler and Christian Philippi is guaranteed and on the other hand the expansion of chocogretets with the product experience and chocolate competence from Aeschbach Chocolatier can continuebe promoted.""We were very happy about the interest in the market in MySwisschocolate. That we finally hand over our company to entrepreneurs such as Markus Aeschbach and Sascha Sandi gives us the certainty that chocogrete is continued as the main product and with great passion professionally,"" said Sven Beichler, previously CEO and Co-Founder.""MySwisschocolate was able to build up a well-known brand in Switzerland in a few years. In particular, the innovative link between social media and the latest IT with emotional product Swiss Schikolade impressed us from the start.remains in the company.Shoggi-Gute Idea of ​​MySwisscocolate AG, which has already established itself in advance as a Swiss market leader in the area of ​​individual Swiss chocolate.The personal chocolate greeting hit the market: After a few months, the app already recorded 700,000 downloads, which resulted in hundreds of thousands of orders from 43 countries.With the Chocogretets Portal for companies on company.chocogreets.com, all companies have a unique and innovative marketing and sales tool available in order to be able to send a little attention with edible logo and text message for any applications.High-quality chocolate and confectional specialties have been creating specialties since 1972 via Aeschbach Chocolatier AG Aeschbach Chocolatier.In -house original recipes, selected natural ingredients, loving handwork and fresh products every day form the secret of success.In addition to over 100 varieties of Pralinés, Truffes and other handmade chocolate specialties, only this family company produces chocolate and coins in Switzerland with embossing according to customer requirements.Therefore, Aeschbach Chocolatier, as the only manufacturer, can also offer all possible promotional items made of chocolate (""Kaffischeöggeli"", chocotafels, special forms, personalized packaging, etc.) directly from your own production and from competent advice to the finished product from a single source.The Chocodromo, headquarters of the company in Root-Lucerne, is on the one hand a production building, but also a visitor center for private individuals, tourists from all over the world as well as companies and clubs.In the Swiss chocowelt unique in Switzerland, the path from the cocoa tree to the palate is shown at interactive stations: a pleasure for all senses.In the adjacent event rooms and in the chocostudio, groups experience the chocolate individually and privately.Unique festivals are celebrated here, but various courses are also carried out.(Press release)"
S2741,n.a.,,,GER,https://www.startupticker.ch/index.php/en/news/medirio-has-been-acquired,0.0,0.0,2016-06-27,EXIT,,VS,Medirio,Male,"Medirio SA, a Swiss med-tech company providing small disposable and a hand-held device to deliver insulin discretely has been sold to a strategic investor. This sale has earned Go Beyond investors 1.7X return in a little over a year. Medirio was founded in 2013 and is located in the TechnoArk Sierre. The company provides an integrated insulin delivery system for the insulin pen market that allows diabetic patients to manage their insulin injections in an easier, more comfortable way. The technological invention is able to improve usability, quality of life, therapy control and outcomes without increasing costs of traditionally used pens. Beside the application in the diabetes market, the technology could be applied with a variety of other drugs as well. The investor purchasing the startup is a German company, a 100% subsidiary of a family owned group, which is an international leader in the production of glass, containers and cartridges for insulin. Attractive technology Go Beyond’s health care group in Zurich invested in Medirio in 2014. The group became interested in investing in Medirio because of the promising patent protected technology which combines a batch containing an insulin cartridge which will be activated by a hand-held controller able to store therapy records and to share data wirelessly.  From the beginning, Deal Leader Hans-Joachim Diedenhofen, was very involved with the company and as a member of the board he was instrumental in helping the company through the exit. Irio Calasso, CEO Medirio SA: “The investment of Go Beyond in combination with their broad international healthcare industry network was instrumental for our success. Without the active engagement of GoBeyond we would not be where we are today – literally smart money!” “Thanks to the collaborative working style and experience of the founder and CEO Irio Calasso we could fully leverage our team’s industry expertise and network. It was a tough but fun ride altogether,” says Hans-Joachim Diedenhofen, Deal Leader GoBeyond Investing. (RAN)"
S2742,SGS,,,CHE,http://startupticker.ch/en/news/december-2016/sgs-acquires-control-of-c-labs-sa-switzerland,0.0,0.0,2016-12-19,EXIT,,TI,C-Labs SA,,
S2743,LzLabs,,,CHE,http://www.startupticker.ch/en/news/october-2016/lzlabs-to-acquire-intellectual-property-and-technology-assets-of-eranea,0.0,0.0,2016-10-13,EXIT,,VD,Eranea SA,,"With its managed software container LzLabs allows customers with legacy applications to escape the high recurring cost of mainframe software and hardware, whilst preserving their enormous investment in legacy applications, data and business processes. The acquisition will enable customers the ability to transform their application code to Java where applicable. LzLabs is a software company that develops innovative solutions for enterprise computing customers, including its LzLabs Software Defined Mainframe. The company was founded in 2011 and is headquartered in Zürich, Switzerland. LzLabs has developed a managed software container that provides enterprises with a viable way to migrate applications from mainframes onto Red Hat Linux computers or into cloud environments such as Microsoft’s Azure. When legacy application programs are placed into the container, the customers’ programs are enhanced to run on modern computers and decades-old APIs are exchanged for newer, more contemporary ones. Customers can escape the high recurring cost of mainframe software and hardware, whilst preserving their enormous investment in legacy applications, data and business processes. This new environment works without forcing recompilations of COBOL or PL/1 application programs or making complex changes to the enterprise business environment. Acquisition of Eranea assets LzLabs announced that it will acquire the key intellectual property and technology assets from Eranea that enable the conversion of COBOL to Java. The technology has been acquired to enable a modernisation path based upon the potential of LzLabs’ Software Defined Mainframe including mixed mode addressing capabilities. With the newly acquired modernisation technology, LzLabs will add COBOL to Java conversion capability, as well as advanced testing capabilities and enhanced web interfaces, to its key product – the LzLabs Software Defined Mainframe – enabling Eranea’s existing customers and prospects as well as its own, to run converted mainframe applications on new environments using LzLabs’ solution. Following their migration onto the LzLabs Software Defined Mainframe, the acquisition will also enable customers the ability to transform their application code to Java where applicable. In addition, the competences and expertise of Eranea’s team will be incorporated into LzLabs’ organisation to contribute to further extensions of the LzLabs Software Defined Mainframe®. Didier Durand, Chairman and co-founder of Eranea, said: “we have enabled COBOL to Java migration for a range of customers who had become impatient with an expensive and inflexible operating model on mainframe systems. LzLabs has taken this capability a step further by providing a solution that can modernise applications more effectively and efficiently once they have been lifted and shifted off the mainframe, and both we and our prospects as well as existing customers are excited about the opportunities this will bring to their businesses through significant cost savings, improved services and added flexibility in their IT capabilities.” “The Software Defined Mainframe has already started to receive interest from some of the world’s largest organisations as they seek to escape the restrictive computing environments in which they’ve been forced to operate for decades,” states Thilo Rockmann, Chairman of LzLabs. “This acquisition will add a modernisation to Java capability to our existing offering, and will be an essential component of our inventory as we seek to provide greater flexibility to legacy mainframe customers. The Eranea team is extremely talented and we’re excited about the opportunities this acquisition will enable for existing and prospective customers of both companies.” (SK)"
S2744,Analog Devices,,,USA,http://www.startupticker.ch/en/news/march-2016/analog-devices-acquires-swiss-start-up,0.0,0.0,2016-03-21,EXIT,,NE,SNAP Sensor SA,,"Analog Devices, Inc. announced the acquisition of SNAP Sensor SA, a privately held company based in Switzerland that specializes in highly innovative vision sensing technologies. The SNAP Sensor team will remain in Switzerland to establish a new Analog Devices R&D center. SNAP Sensor's patented technology offers significant improvements to existing optical sensors by ensuring accurate image detection in challenging lighting conditions. It drastically improves sensing reliability and accuracy in a range of detection, identification, and guidance uses. In addition, much of the image management is performed on the sensor, enabling the use of affordable and lower power processors. ""Our team is very enthusiastic about joining Analog Devices,"" said Pascal Dorster , CEO of SNAP Sensor (image). ""This provides us access to the engineering, supply-chain, and commercialization resources needed to accelerate our growth and continue advancing our technology vision."" The SNAP Sensor team will remain in Switzerland to establish a new Analog Devices R&D center and continue its close collaboration with the Swiss research and technology organization CSEM . The acquisition will advance Analog Devices' leadership position in sensing and signal processing and build upon platform-level Internet of Things (IoT) solutions such as ADI's award-winning Blackfin Low Power Imaging Platform (BLiP). ""SNAP Sensor's cutting-edge optical technology and vision software and algorithm expertise allow us to continue unlocking new possibilities for our customers in a wide range of IoT applications such as building automation, building security, city management, transportation, and more,"" said Michael Murray, general manager of Industrial Sensing, Analog Devices. ""This acquisition further enhances our sensing portfolio and ensures that we're helping customers realize the best possible outcomes from IoT solutions."" About Analog Devices Analog Devices (NASDAQ: ADI) designs and manufactures semiconductor products and solutions. In 2015 ADI’s fiscal 2015 revenue grew by more than 20 percent to a record $3.4 billion. The company enables its customers to interpret the world around them by intelligently bridging the physical and digital with unmatched technologies that sense, measure and connect."
S2745,Celgene,,,USA,http://startupticker.ch/en/news/october-2016/celgene-acquires-biotech-startup-engmab,0.0,0.0,2016-10-17,EXIT,,SZ,EngMab (Acquired by Celgene),,
S2746,Elis,,,FRA,http://www.startupticker.ch/en/news/june-2016/international-multi-services-group-acquires-swiss-startup-on-my-way,0.0,0.0,2016-06-22,EXIT,,VD,On my way SA,,"Elis, the leading multi-services group in Europe and Latin America with more than 19,000 employees, has acquired On My Way, a Swiss startup which offers innovative linen-cleaning solutions. With the acquisition Elis extends its client base by offering services to private individuals. On My Way provides private individuals with a linen-cleaning service, by gathering their linen in pickup points located on their everyday route (gas stations, supermarkets) as well as at their offices. This new activity is the natural extension of Elis' services, adding to its undisputable industrial know-how and close proximity to clients thanks to a network of more than 300 production centers in the world. Most Elis clients, hotels or large corporates, also have hosts or employees asking for a linen cleaning service and the Group wishes to service them.  In activity since 2014, On My Way has already entered into strong partnerships with large corporates like Philip Morris International, or prestigious institutions like Ecole hôtelière de Lausanne. Expanding the geographical footprint On My Way will be managed from France by the Marketing & Innovation department, notably with the objective of actively developing the number of services and expanding its geographical footprint. Commenting on this announcement, Caroline Roche, Marketing & Innovation Director of Elis, said: « Developing new services to meet private individual's needs, where they work or directly where they live, is strategic. Elis wants to be involved in these new consuming habits and more actively invest in these new fields. The acquisition of On My Way is an excellent way to enter this very promising market. » About Elis Elis is a leading multi-services group in Europe and Brazil, specialized in the rental and maintenance of professional clothing and textile articles, as well as hygiene appliance and well-being services. With more than 19,000 employees spread across 13 countries, Elis consolidated turnover in 2014 was €1.331 billion and consolidated EBITDA reached €429 million. Benefiting from more than a century of experience, Elis today services more than 240 000 businesses of all sizes in the hotel, catering, healthcare, industry, retail and services sectors, thanks to its network of nearly 300 production and distribution centers and 13 clean rooms, which guarantees it an unrivalled proximity to its clients."
S2747,Technicis,,,FRA,http://startupticker.ch/en/news/july-2016/translation-probst-wechselt-den-besitzer,0.0,0.0,2016-07-01,EXIT,,ZH,Translation Probst,,
S2748,Amryt Pharma,,,GBR,http://www.startupticker.ch/en/news/may-2016/sompharmaceuticals-acquired-by-amryt,0.0,0.0,2016-05-13,EXIT,,VD,Sompharmaceuticals SA,Male,"Amryt Pharma, a specialty pharmaceutical company listed on the London Stock exchange, has acquired Sompharmaceuticals, a Swiss start-up based in Epalinges. Amryt was incorporated in August 2015 as a platform to acquire, build, develop and subsequently monetise a pipeline of patent protected, commercially attractive, proprietary drug candidates targeting best in class performance chosen to meet the Orphan Drug Designation criteria. In April 2016 Amryt Pharma joined AIM after a reverse takeover of Fastnet. Where appropriate, Amryt will commercialise the drugs it successfully develops through its own salesforce. In line with this strategy, Amryt has entered into an agreement to acquire SomPharmaceuticals. Sompharmaceuticals is a Swiss based biopharmaceutical company focused on developing novel somatostatin analogue peptide medicines for patients with rare neuroendocrine diseases with high unmet need, principally focused on additional orphan drug candidates to address acromegaly and Cushing's disease. The company is based at the Biopôle in Epalinges-Lausanne. The company was founded by a highly experienced team. Chairman and Founder Alan G. Harris is a R&D professional with strong foundation in clinical design, planning and execution; with extensive experience Phase I though IV clinical programs for pivotal regulatory and marketing trials (conducted and oversaw hundreds of trials in over 30 countries) and with a strong network of colleagues among key opinion leaders."
S2749,Trivago,,,GER,http://www.startupticker.ch/en/news/march-2016/trivago-acquires-swiss-travel-start-up-base7booking,0.0,0.0,2016-03-01,EXIT,,VD,Base7booking.com Sarl,,"Today, trivago announced the acquisition of Base7booking. The platforms of the two companies will be integrated. This integration will enable hoteliers to easily connect with millions of travelers and drive direct bookings through their own websites. Base7booking , a pioneer in the Cloud-PMS (property management system) landscape, was built by innovative Swiss hoteliers who were dissatisfied with the technology that was available on the market. The team decided to create a platform which offers a rich set of tailored functionalities that help hoteliers to manage their properties efficiently. Online accessibility via the cloud enables unparalleled flexibility – hoteliers can operate and communicate with their hotels regardless of where they are, whether out shopping or sitting in their own living rooms. The platform is available in 17 languages, and hoteliers from more than 40 countries are currently operating their properties with Base7booking. The start-up has 34 employees and offices in Lutry, Düsseldorf and Palma de Mallorca. Johannes Thomas, Managing Director of trivago comments in a blog post : “We envision a deep integration of our trivago Direct Connect functionalities into the Base7booking Cloud-PMS platform, so hoteliers only need to use that one system to manage their properties and marketing activities. It will enable them to publish their direct rates on trivago straight from the Cloud-PMS. In fact, it will be the easiest way to drive direct bookings to a hotel.” Francois Bonvin, Co-Founder & Chief Marketing Officer at Base7booking, comments in a blog post : “The fact that we are part of the trivago Family will give us the opportunity to grow the investment fuels for a global expansion and for product innovation. We will also benefit from trivago’s knowledge for building and scaling an international business.” Base7booking will remain an independent entity which will operate in complete freedom. More information about the strategic background of the acquisition can be found in the blog post of Johannes Thomas . More information about the new solutions for hoteliers can be found in the blog post of Francois Bonvin . About trivago Travelers find the ideal hotel for the best price on trivago.com . trivago compares rates from over 700,000 hotels on over 200 booking sites worldwide, integrating over 82 million hotel reviews and 14 million photos. trivago aspires to become the number one marketing channel for hoteliers, by reinventing the way they connect them with their 120 million monthly travelers – via the trivago Hotel Manager (tHM). Over 170,000 hoteliers worldwide already use the metasearch marketing platform to boost their ranking on trivago by building a unique hotel profile and driving direct bookings on their own website. The platform currently operates in eight languages across 17 countries. Expedia owns a 62% equity position in Trivago. (SK)"
